"año_cd","ccaa_cd","zbs_residencia_cd","grupo_edad_cd","sexo_cd","nivel_copago_cd","poblacion_nm"
2022,"ES24",1103,16,2,0,12
2022,"ES24",1103,16,2,1,2
2022,"ES24",1103,16,2,1,1
2022,"ES24",1103,16,2,1,2
2022,"ES24",1103,17,1,0,5
2022,"ES24",1103,17,1,2,16
2022,"ES24",1103,17,1,2,16
2022,"ES24",1103,17,1,1,1
2022,"ES24",1103,17,2,0,18
2022,"ES24",1103,17,2,1,15
2022,"ES24",1103,17,2,1,8
2022,"ES24",1103,17,2,1,1
2022,"ES24",1103,17,2,1,1
2022,"ES24",1103,18,1,1,19
2022,"ES24",1103,18,1,1,23
2022,"ES24",1103,18,1,2,7
2022,"ES24",1103,18,1,2,1
2022,"ES24",1103,18,2,2,1
2022,"ES24",1103,18,2,2,49
2022,"ES24",1103,18,2,2,30
2022,"ES24",1103,18,2,1,10
2022,"ES24",1103,18,2,2,1
2022,"ES24",1103,2,1,1,5
2022,"ES24",1103,2,1,0,42
2022,"ES24",1103,2,1,2,27
2022,"ES24",1103,2,1,1,1
2022,"ES24",1103,2,2,2,5
2022,"ES24",1103,2,2,2,37
2022,"ES24",1103,2,2,0,30
2022,"ES24",1103,2,2,2,1
2022,"ES24",1103,2,2,1,1
2022,"ES24",1103,3,1,2,4
2022,"ES24",1103,3,1,0,1
2022,"ES24",1103,3,1,0,44
2022,"ES24",1103,3,1,0,26
2022,"ES24",1103,3,2,1,7
2022,"ES24",1103,3,2,2,40
2022,"ES24",1103,3,2,1,32
2022,"ES24",1103,4,1,1,4
2022,"ES24",1103,4,1,0,4
2022,"ES24",1103,4,1,2,2
2022,"ES24",1103,4,1,0,51
2022,"ES24",1103,4,1,2,21
2022,"ES24",1103,4,1,2,2
2022,"ES24",1103,4,1,1,2
2022,"ES24",1103,4,2,0,12
2022,"ES24",1103,4,2,0,1
2022,"ES24",1103,4,2,0,1
2022,"ES24",1103,4,2,2,46
2022,"ES24",1103,4,2,2,32
2022,"ES24",1103,4,2,0,2
2022,"ES24",1103,5,1,0,6
2022,"ES24",1103,5,1,1,2
2022,"ES24",1103,5,1,0,63
2022,"ES24",1103,5,1,1,13
2022,"ES24",1103,5,1,0,1
2022,"ES24",1103,5,2,2,6
2022,"ES24",1103,5,2,0,1
2022,"ES24",1103,5,2,1,1
2022,"ES24",1103,5,2,1,64
2022,"ES24",1103,5,2,1,10
2022,"ES24",1103,5,2,2,1
2022,"ES24",1103,6,1,1,1
2022,"ES24",1103,6,1,0,78
2022,"ES24",1103,6,1,2,19
2022,"ES24",1103,6,1,2,1
2022,"ES24",1103,6,2,1,3
2022,"ES24",1103,6,2,0,89
2022,"ES24",1103,6,2,1,18
2022,"ES24",1103,6,2,0,2
2022,"ES24",1103,7,1,0,2
2022,"ES24",1103,7,1,1,79
2022,"ES24",1103,7,1,0,18
2022,"ES24",1103,7,2,0,1
2022,"ES24",1103,7,2,0,75
2022,"ES24",1103,7,2,2,19
2022,"ES24",1103,7,2,2,3
2022,"ES24",1103,8,1,1,3
2022,"ES24",1103,8,1,1,1
2022,"ES24",1103,8,1,0,84
2022,"ES24",1103,8,1,0,37
2022,"ES24",1103,8,2,0,7
2022,"ES24",1103,8,2,0,1
2022,"ES24",1103,8,2,1,124
2022,"ES24",1103,8,2,2,33
2022,"ES24",1103,8,2,2,1
2022,"ES24",1103,8,2,1,1
2022,"ES24",1103,9,1,0,7
2022,"ES24",1103,9,1,1,1
2022,"ES24",1103,9,1,2,1
2022,"ES24",1103,9,1,1,105
2022,"ES24",1103,9,1,0,51
2022,"ES24",1103,9,1,2,1
2022,"ES24",1103,9,2,1,6
2022,"ES24",1103,9,2,1,1
2022,"ES24",1103,9,2,2,1
2022,"ES24",1103,9,2,0,94
2022,"ES24",1103,9,2,1,43
2022,"ES24",1103,9,2,0,3
2022,"ES24",1104,1,1,2,1
2022,"ES24",1104,1,1,0,18
2022,"ES24",1104,1,1,2,8
2022,"ES24",1104,1,1,1,1
2022,"ES24",1104,1,2,2,14
2022,"ES24",1104,1,2,1,4
2022,"ES24",1104,1,2,2,2
2022,"ES24",1104,10,1,2,2
2022,"ES24",1104,10,1,0,43
2022,"ES24",1104,10,1,1,16
2022,"ES24",1104,10,2,1,3
2022,"ES24",1104,10,2,2,44
2022,"ES24",1104,10,2,0,14
2022,"ES24",1104,10,2,0,1
2022,"ES24",1104,11,1,0,2
2022,"ES24",1104,11,1,1,1
2022,"ES24",1104,11,1,1,1
2022,"ES24",1104,11,1,2,27
2022,"ES24",1104,11,1,1,15
2022,"ES24",1104,11,1,2,2
2022,"ES24",1104,11,2,0,2
2022,"ES24",1104,11,2,0,31
2022,"ES24",1104,11,2,1,14
2022,"ES24",1104,12,1,0,7
2022,"ES24",1104,12,1,1,1
2022,"ES24",1104,12,1,0,33
2022,"ES24",1104,12,1,2,20
2022,"ES24",1104,12,1,0,1
2022,"ES24",1104,12,2,2,5
2022,"ES24",1104,12,2,2,1
2022,"ES24",1104,12,2,1,23
2022,"ES24",1104,12,2,2,17
2022,"ES24",1104,12,2,0,1
2022,"ES24",1104,13,1,1,6
2022,"ES24",1104,13,1,2,3
2022,"ES24",1104,13,1,2,4
2022,"ES24",1104,13,1,1,27
2022,"ES24",1104,13,1,2,13
2022,"ES24",1104,13,1,1,1
2022,"ES24",1104,13,2,1,2
2022,"ES24",1104,13,2,0,3
2022,"ES24",1104,13,2,0,3
2022,"ES24",1104,13,2,2,21
2022,"ES24",1104,13,2,1,5
2022,"ES24",1104,13,2,2,1
2022,"ES24",1104,14,1,0,5
2022,"ES24",1104,14,1,2,6
2022,"ES24",1104,14,1,1,15
2022,"ES24",1104,14,1,0,6
2022,"ES24",1104,14,1,1,3
2022,"ES24",1104,14,2,1,6
2022,"ES24",1104,14,2,1,9
2022,"ES24",1104,14,2,1,11
2022,"ES24",1104,14,2,1,4
2022,"ES24",1104,14,2,1,5
2022,"ES24",1104,15,1,2,5
2022,"ES24",1104,15,1,1,11
2022,"ES24",1104,15,1,1,12
2022,"ES24",1104,15,2,1,14
2022,"ES24",1104,15,2,1,5
2022,"ES24",1104,15,2,0,8
2022,"ES24",1104,15,2,2,2
2022,"ES24",1104,16,1,2,4
2022,"ES24",1104,16,1,0,11
2022,"ES24",1104,16,1,1,16
2022,"ES24",1104,16,2,2,9
2022,"ES24",1104,16,2,2,5
2022,"ES24",1104,16,2,1,7
2022,"ES24",1104,16,2,1,1
2022,"ES24",1104,17,1,0,4
2022,"ES24",1104,17,1,0,5
2022,"ES24",1104,17,1,0,6
2022,"ES24",1104,17,2,1,7
2022,"ES24",1104,17,2,0,3
2022,"ES24",1104,17,2,2,2
2022,"ES24",1104,17,2,1,1
2022,"ES24",1104,18,1,2,9
2022,"ES24",1104,18,1,0,10
2022,"ES24",1104,18,1,2,3
2022,"ES24",1104,18,2,2,20
2022,"ES24",1104,18,2,1,10
2022,"ES24",1104,18,2,1,2
2022,"ES24",1104,2,1,2,3
2022,"ES24",1104,2,1,1,14
2022,"ES24",1104,2,1,1,9
2022,"ES24",1104,2,2,1,16
2022,"ES24",1104,2,2,0,5
2022,"ES24",1104,2,2,0,1
2022,"ES24",1104,3,1,2,4
2022,"ES24",1104,3,1,1,15
2022,"ES24",1104,3,1,0,9
2022,"ES24",1104,3,1,2,1
2022,"ES24",1104,3,2,1,9
2022,"ES24",1104,3,2,0,9
2022,"ES24",1104,4,1,1,6
2022,"ES24",1104,4,1,0,18
2022,"ES24",1104,4,1,1,4
2022,"ES24",1104,4,1,2,1
2022,"ES24",1104,4,2,2,1
2022,"ES24",1104,4,2,0,1
2022,"ES24",1104,4,2,0,14
2022,"ES24",1104,4,2,0,6
2022,"ES24",1104,5,1,0,4
2022,"ES24",1104,5,1,1,1
2022,"ES24",1104,5,1,0,37
2022,"ES24",1104,5,1,0,1
2022,"ES24",1104,5,2,0,2
2022,"ES24",1104,5,2,1,24
2022,"ES24",1104,5,2,2,3
2022,"ES24",1104,6,1,1,22
2022,"ES24",1104,6,1,1,4
2022,"ES24",1104,6,2,0,1
2022,"ES24",1104,6,2,1,25
2022,"ES24",1104,6,2,0,7
2022,"ES24",1104,7,1,2,1
2022,"ES24",1104,7,1,2,26
2022,"ES24",1104,7,1,0,6
2022,"ES24",1104,7,2,0,1
2022,"ES24",1104,7,2,0,32
2022,"ES24",1104,7,2,1,5
2022,"ES24",1104,7,2,2,1
2022,"ES24",1104,8,1,2,2
2022,"ES24",1104,8,1,0,30
2022,"ES24",1104,8,1,1,11
2022,"ES24",1104,8,2,2,1
2022,"ES24",1104,8,2,1,27
2022,"ES24",1104,8,2,1,4
2022,"ES24",1104,8,2,1,2
2022,"ES24",1104,9,1,1,34
2022,"ES24",1104,9,1,2,10
2022,"ES24",1104,9,1,0,1
2022,"ES24",1104,9,2,2,3
2022,"ES24",1104,9,2,2,1
2022,"ES24",1104,9,2,1,2
2022,"ES24",1104,9,2,0,27
2022,"ES24",1104,9,2,2,8
2022,"ES24",1105,1,1,0,4
2022,"ES24",1105,1,1,0,48
2022,"ES24",1105,1,1,1,15
2022,"ES24",1105,1,1,1,2
2022,"ES24",1105,1,2,2,6
2022,"ES24",1105,1,2,1,2
2022,"ES24",1105,1,2,2,33
2022,"ES24",1105,1,2,1,15
2022,"ES24",1105,1,2,0,2
2022,"ES24",1105,10,1,0,17
2022,"ES24",1105,10,1,0,6
2022,"ES24",1105,10,1,1,1
2022,"ES24",1105,10,1,0,83
2022,"ES24",1105,10,1,1,78
2022,"ES24",1105,10,1,0,3
2022,"ES24",1105,10,2,0,8
2022,"ES24",1105,10,2,1,1
2022,"ES24",1105,10,2,0,67
2022,"ES24",1105,10,2,1,30
2022,"ES24",1105,11,1,2,7
2022,"ES24",1105,11,1,1,3
2022,"ES24",1105,11,1,0,2
2022,"ES24",1105,11,1,2,86
2022,"ES24",1105,11,1,0,76
2022,"ES24",1105,11,1,0,1
2022,"ES24",1105,11,1,0,1
2022,"ES24",1105,11,2,2,9
2022,"ES24",1105,11,2,2,4
2022,"ES24",1105,11,2,1,2
2022,"ES24",1105,11,2,0,76
2022,"ES24",1105,11,2,1,34
2022,"ES24",1105,11,2,2,1
2022,"ES24",1105,11,2,1,2
2022,"ES24",1105,12,1,2,5
2022,"ES24",1105,12,1,0,12
2022,"ES24",1105,12,1,2,6
2022,"ES24",1105,12,1,1,82
2022,"ES24",1105,12,1,1,68
2022,"ES24",1105,12,1,1,3
2022,"ES24",1105,12,2,0,1
2022,"ES24",1105,12,2,1,17
2022,"ES24",1105,12,2,2,6
